codigo_producto,descripcion,precio,cantidad,total,tipo_transaccion,fecha,folio_origen
743543068824,CARGADOR USB 2.4A,1345,22,11000,COMPRA,2023-07-15 19:50:18.548024612,LOT202328
778582867497,GOMA DE MASCAR FRUTILLA 5UN,5300,2,10600,VENTA,2023-07-18 01:59:17.155978281,1025
792379607791,PASTA DIENTES COLGATE 90ML,1795,2,6800,VENTA,2023-07-18 02:11:36.932162604,1104
703102912177,LECHE EN POLVO 400G,2800,8,22400,COMPRA,2023-07-18 14:18:17.448188445,LOT202393
769620372572,CHOCOLATE NESTLE 45G,1768,2,3780,VENTA,2023-07-19 16:06:02.159254347,1107
725515179735,ENERGIZANTE MR BUBBLE 250ML,2927,1,4000,VENTA,2023-07-19 16:41:13.455839959,1076
723241178329,SUAVIZANTE AYUDIN 500ML,1900,2,3800,VENTA,2023-07-20 05:55:46.227079608,1152
799839285278,CAFÉ INSTANTÁNEO 10G,3397,1,3900,VENTA,2023-07-21 03:06:51.629625196,1155
778115056522,ADAPTADOR HDMI-VGA,1090,9,2610,COMPRA,2023-07-21 22:14:09.720695786,LOT202323
778115056522,ADAPTADOR HDMI-VGA,1090,29,20010,COMPRA,2023-07-22 14:08:40.644954716,LOT202374
759743227841,CABLE USB 1MT,3563,1,3090,VENTA,2023-07-22 14:19:06.607420165,1195
731342889773,CABLE JACK 3.5MM 1MT,1195,1,590,VENTA,2023-07-23 23:16:47.689575411,1003
703102912177,LECHE EN POLVO 400G,4790,1,4790,VENTA,2023-07-24 02:02:19.527344364,1125
737328112719,PALITOS SALADOS 100G,2990,1,2990,VENTA,2023-07-24 08:09:17.953756702,1077
757114722560,PASTEL DE MANJAR 80G,1790,12,21480,COMPRA,2023-07-24 10:24:11.518853551,LOT202364
743752337768,BEBIDA COCA COLA 500ML,1595,7,2030,COMPRA,2023-07-24 14:32:45.392664256,LOT202372
792379607791,PASTA DIENTES COLGATE 90ML,1345,30,3000,COMPRA,2023-07-24 17:48:16.368844474,LOT202391
703377007955,GEL ALCOHÓLICO 100ML,2170,1,1690,VENTA,2023-07-25 08:30:54.479486558,1008
753619764384,PARAGUAS TRANSPARENTE,800,2,1600,VENTA,2023-07-26 00:40:00.074289057,1156
759743227841,CABLE USB 1MT,2057,19,20710,COMPRA,2023-07-27 02:51:09.907619363,LOT202377
792379607791,PASTA DIENTES COLGATE 90ML,1795,1,190,VENTA,2023-07-28 11:42:14.149039086,1191
778115056522,ADAPTADOR HDMI-VGA,1463,2,980,VENTA,2023-07-29 16:44:07.506261640,1112
715073335721,DETERGENTE ARIEL 500G,2000,2,5200,VENTA,2023-07-29 21:04:55.126252358,1178
715073335721,DETERGENTE ARIEL 500G,1240,23,18170,COMPRA,2023-07-31 02:09:38.701251307,LOT202314
731342889773,CABLE JACK 3.5MM 1MT,1195,1,1800,VENTA,2023-07-31 23:19:52.443281836,1101
777858530950,GALLETA MARIA 200G,2600,2,5200,VENTA,2023-07-31 23:35:43.756760324,1146
703377007955,GEL ALCOHÓLICO 100ML,2170,1,1690,VENTA,2023-08-01 01:23:59.193676533,1040
777858530950,GALLETA MARIA 200G,1790,6,10740,COMPRA,2023-08-01 06:28:18.450415960,LOT202336
759743227841,CABLE USB 1MT,3563,1,2000,VENTA,2023-08-02 03:22:22.084442536,1062
731342889773,CABLE JACK 3.5MM 1MT,1195,1,1800,VENTA,2023-08-02 18:44:20.742507087,1053
769620372572,CHOCOLATE NESTLE 45G,1768,2,1000,VENTA,2023-08-03 08:23:57.938838891,1172
703377007955,GEL ALCOHÓLICO 100ML,1442,18,43020,COMPRA,2023-08-03 10:51:26.168188425,LOT202309
731342889773,CABLE JACK 3.5MM 1MT,1195,1,590,VENTA,2023-08-03 22:03:08.105696699,1113
731342889773,CABLE JACK 3.5MM 1MT,1195,2,1180,VENTA,2023-08-04 06:02:54.438442860,1097
778115056522,ADAPTADOR HDMI-VGA,1463,1,1000,VENTA,2023-08-05 16:32:23.486942118,1046
743543068824,CARGADOR USB 2.4A,2272,1,4300,VENTA,2023-08-07 06:55:47.784051398,1075
724030223967,ALCOHOL GEL 100ML,3095,2,6380,VENTA,2023-08-09 13:59:37.008444047,1115
778115056522,ADAPTADOR HDMI-VGA,1090,11,25190,COMPRA,2023-08-09 18:42:09.125694134,LOT202330
777858530950,GALLETA MARIA 200G,2600,2,5200,VENTA,2023-08-09 22:33:20.686820729,1088
799839285278,CAFÉ INSTANTÁNEO 10G,3397,1,4800,VENTA,2023-08-10 18:32:04.582221403,1113
707037023369,MEMORIA SD 32GB,3300,1,3900,VENTA,2023-08-11 17:23:02.354120214,1153
743752337768,BEBIDA COCA COLA 500ML,2800,1,5100,VENTA,2023-08-14 15:54:25.478266095,1100
731342889773,CABLE JACK 3.5MM 1MT,740,9,2610,COMPRA,2023-08-14 15:58:40.748555392,LOT202390
757114722560,PASTEL DE MANJAR 80G,2990,2,5980,VENTA,2023-08-14 18:59:50.241371283,1163
743752337768,BEBIDA COCA COLA 500ML,2800,1,500,VENTA,2023-08-15 01:55:02.147226463,1165
769620372572,CHOCOLATE NESTLE 45G,940,13,28470,COMPRA,2023-08-16 08:23:30.762323297,LOT202341
703377007955,GEL ALCOHÓLICO 100ML,2170,2,3000,VENTA,2023-08-16 11:28:25.830788178,1092
725515179735,ENERGIZANTE MR BUBBLE 250ML,2927,2,6380,VENTA,2023-08-17 09:41:31.984895368,1055
737328112719,PALITOS SALADOS 100G,2990,1,2990,VENTA,2023-08-17 10:37:18.839371877,1071
769620372572,CHOCOLATE NESTLE 45G,1768,2,8780,VENTA,2023-08-18 00:38:29.116820093,1181
792379607791,PASTA DIENTES COLGATE 90ML,1795,2,380,VENTA,2023-08-18 06:24:53.544326731,1095
743543068824,CARGADOR USB 2.4A,2272,2,1600,VENTA,2023-08-18 11:57:43.955248651,1128
724030223967,ALCOHOL GEL 100ML,3095,1,3190,VENTA,2023-08-19 20:10:48.216857099,1061
724030223967,ALCOHOL GEL 100ML,3095,2,6000,VENTA,2023-08-20 11:59:17.134776781,1107
703377007955,GEL ALCOHÓLICO 100ML,2170,2,7400,VENTA,2023-08-20 13:46:13.488584583,1031
743543068824,CARGADOR USB 2.4A,2272,1,4300,VENTA,2023-08-21 06:54:43.568136542,1198
703377007955,GEL ALCOHÓLICO 100ML,1442,8,7120,COMPRA,2023-08-21 23:24:05.223131573,LOT202371
731342889773,CABLE JACK 3.5MM 1MT,1195,2,1180,VENTA,2023-08-22 06:46:36.383521990,1105
778115056522,ADAPTADOR HDMI-VGA,1090,11,25190,COMPRA,2023-08-22 07:55:11.758048138,LOT202341
759743227841,CABLE USB 1MT,3563,2,4000,VENTA,2023-08-23 21:11:15.492875152,1050
725515179735,ENERGIZANTE MR BUBBLE 250ML,2927,1,4000,VENTA,2023-08-24 03:21:32.852369725,1007
743752337768,BEBIDA COCA COLA 500ML,2800,2,1000,VENTA,2023-08-24 06:19:39.145076968,1096
778115056522,ADAPTADOR HDMI-VGA,1463,2,5800,VENTA,2023-08-24 07:46:36.605256296,1190
743543068824,CARGADOR USB 2.4A,2272,1,4300,VENTA,2023-08-24 12:21:23.103375736,1124
769620372572,CHOCOLATE NESTLE 45G,1768,1,290,VENTA,2023-08-24 20:12:55.496119387,1041
777858530950,GALLETA MARIA 200G,2600,2,5200,VENTA,2023-08-28 11:00:07.002356849,1009
769620372572,CHOCOLATE NESTLE 45G,1768,2,3780,VENTA,2023-08-28 13:57:08.613809053,1078
778115056522,ADAPTADOR HDMI-VGA,1463,2,5800,VENTA,2023-08-28 18:55:00.082039916,1192
715073335721,DETERGENTE ARIEL 500G,2000,2,2800,VENTA,2023-08-29 02:00:50.991438103,1102
723750230102,VELA AROMÁTICA,4000,1,4000,VENTA,2023-08-29 08:22:57.390582296,1098
799839285278,CAFÉ INSTANTÁNEO 10G,3397,2,7800,VENTA,2023-08-29 12:37:31.796155083,1142
715073335721,DETERGENTE ARIEL 500G,1240,15,25350,COMPRA,2023-08-30 19:25:50.190301060,LOT202380
799839285278,CAFÉ INSTANTÁNEO 10G,3397,2,2980,VENTA,2023-08-31 15:06:57.727926939,1017
769620372572,CHOCOLATE NESTLE 45G,940,20,43800,COMPRA,2023-08-31 21:02:51.807347419,LOT202314
769620372572,CHOCOLATE NESTLE 45G,1768,1,500,VENTA,2023-09-01 00:03:42.529543120,1010
725515179735,ENERGIZANTE MR BUBBLE 250ML,2927,1,3190,VENTA,2023-09-01 14:35:37.757921256,1148
731342889773,CABLE JACK 3.5MM 1MT,1195,1,590,VENTA,2023-09-02 01:21:50.912948719,1108
792379607791,PASTA DIENTES COLGATE 90ML,1795,1,3400,VENTA,2023-09-03 05:07:49.373397526,1114
743543068824,CARGADOR USB 2.4A,1345,29,40600,COMPRA,2023-09-03 06:40:42.092374719,LOT202321
707037023369,MEMORIA SD 32GB,3300,2,5400,VENTA,2023-09-03 21:36:31.670312153,1187
725515179735,ENERGIZANTE MR BUBBLE 250ML,1733,6,5400,COMPRA,2023-09-04 20:52:05.394018413,LOT202356
769620372572,CHOCOLATE NESTLE 45G,1768,2,1000,VENTA,2023-09-05 00:18:23.415051983,1001
707037023369,MEMORIA SD 32GB,1750,26,36400,COMPRA,2023-09-05 07:18:51.883685187,LOT202313
703377007955,GEL ALCOHÓLICO 100ML,2170,2,3580,VENTA,2023-09-06 08:41:28.776205107,1107
737328112719,PALITOS SALADOS 100G,2990,1,2990,VENTA,2023-09-07 07:37:47.205162300,1065
731342889773,CABLE JACK 3.5MM 1MT,740,14,4060,COMPRA,2023-09-10 02:29:44.927716515,LOT202314
757114722560,PASTEL DE MANJAR 80G,2990,2,5980,VENTA,2023-09-10 13:00:00.006097756,1053
725515179735,ENERGIZANTE MR BUBBLE 250ML,2927,1,4000,VENTA,2023-09-11 19:18:14.388246463,1016
743752337768,BEBIDA COCA COLA 500ML,1595,13,37700,COMPRA,2023-09-11 23:43:32.230364804,LOT202351
769620372572,CHOCOLATE NESTLE 45G,940,10,21900,COMPRA,2023-09-12 02:26:56.387900310,LOT202344
703102912177,LECHE EN POLVO 400G,2800,18,50400,COMPRA,2023-09-12 11:17:27.073076638,LOT202375
703102912177,LECHE EN POLVO 400G,2800,19,53200,COMPRA,2023-09-12 15:17:55.143230549,LOT202356
759743227841,CABLE USB 1MT,3563,1,3090,VENTA,2023-09-13 06:51:23.893476702,1155
799839285278,CAFÉ INSTANTÁNEO 10G,3397,1,3900,VENTA,2023-09-14 07:02:14.940725345,1027
703377007955,GEL ALCOHÓLICO 100ML,2170,1,1790,VENTA,2023-09-14 20:19:18.083721883,1067
724030223967,ALCOHOL GEL 100ML,3095,1,3190,VENTA,2023-09-14 20:27:44.005299807,1088
778115056522,ADAPTADOR HDMI-VGA,1463,1,1000,VENTA,2023-09-15 12:57:43.156724791,1165
799839285278,CAFÉ INSTANTÁNEO 10G,3397,2,7800,VENTA,2023-09-15 19:18:48.846655131,1195
725515179735,ENERGIZANTE MR BUBBLE 250ML,2927,1,4000,VENTA,2023-09-17 17:58:31.873307522,1159
757114722560,PASTEL DE MANJAR 80G,2990,2,5980,VENTA,2023-09-17 20:08:28.064359640,1148
778115056522,ADAPTADOR HDMI-VGA,1463,2,980,VENTA,2023-09-18 07:41:16.470352391,1162
724030223967,ALCOHOL GEL 100ML,3095,1,3190,VENTA,2023-09-18 17:12:26.011605946,1064
759743227841,CABLE USB 1MT,3563,1,5600,VENTA,2023-09-18 23:49:14.579077252,1125
778115056522,ADAPTADOR HDMI-VGA,1463,1,490,VENTA,2023-09-19 17:16:09.116930327,1023
703377007955,GEL ALCOHÓLICO 100ML,1442,27,34830,COMPRA,2023-09-20 23:28:26.164679127,LOT202356
737328112719,PALITOS SALADOS 100G,1700,28,47600,COMPRA,2023-09-21 00:21:54.000279568,LOT202350
707037023369,MEMORIA SD 32GB,1750,25,35000,COMPRA,2023-09-21 16:55:00.882035927,LOT202381
725515179735,ENERGIZANTE MR BUBBLE 250ML,2927,2,8000,VENTA,2023-09-22 17:38:44.940660693,1127
769620372572,CHOCOLATE NESTLE 45G,940,28,61320,COMPRA,2023-09-23 10:06:43.733890291,LOT202348
759743227841,CABLE USB 1MT,3563,2,4000,VENTA,2023-09-25 07:37:09.487170562,1135
753061660635,GOMA DE MASCAR 5UN,1895,1,790,VENTA,2023-09-25 09:43:14.547686773,1137
703102912177,LECHE EN POLVO 400G,4790,2,9580,VENTA,2023-09-26 00:10:51.617880119,1069
759743227841,CABLE USB 1MT,2057,24,50160,COMPRA,2023-09-26 02:27:40.627481910,LOT202383
799839285278,CAFÉ INSTANTÁNEO 10G,3397,2,2980,VENTA,2023-09-26 04:54:13.992616191,1007
757114722560,PASTEL DE MANJAR 80G,1790,28,50120,COMPRA,2023-09-26 06:34:12.540226868,LOT202325
778115056522,ADAPTADOR HDMI-VGA,1463,1,1000,VENTA,2023-09-27 19:04:57.706446276,1119
778115056522,ADAPTADOR HDMI-VGA,1463,2,5800,VENTA,2023-09-28 09:35:14.979197579,1102
723750230102,VELA AROMÁTICA,4000,2,8000,VENTA,2023-09-28 11:50:02.666856625,1171
707037023369,MEMORIA SD 32GB,3300,1,3900,VENTA,2023-09-29 11:09:20.714612186,1193
715902139323,BARRA DE CEREAL 30G,2540,2,8180,VENTA,2023-09-29 12:11:28.323022848,1120
724030223967,ALCOHOL GEL 100ML,3095,2,6000,VENTA,2023-10-02 01:59:43.698817419,1182
715902139323,BARRA DE CEREAL 30G,2540,1,990,VENTA,2023-10-03 07:51:53.027257068,1134
769620372572,CHOCOLATE NESTLE 45G,940,26,4940,COMPRA,2023-10-03 12:26:39.869417742,LOT202380
778115056522,ADAPTADOR HDMI-VGA,1463,1,2900,VENTA,2023-10-03 17:31:48.614556132,1015
703377007955,GEL ALCOHÓLICO 100ML,1442,9,11610,COMPRA,2023-10-04 03:41:34.135970762,LOT202389
715073335721,DETERGENTE ARIEL 500G,2000,1,1400,VENTA,2023-10-04 17:13:30.131684389,1176
778115056522,ADAPTADOR HDMI-VGA,1463,1,1000,VENTA,2023-10-06 03:11:23.595420629,1142
799839285278,CAFÉ INSTANTÁNEO 10G,1960,11,30690,COMPRA,2023-10-07 04:44:40.831502276,LOT202333
743543068824,CARGADOR USB 2.4A,2272,1,4300,VENTA,2023-10-07 12:45:32.622932071,1092
792379607791,PASTA DIENTES COLGATE 90ML,1795,2,380,VENTA,2023-10-07 18:09:57.727086476,1143
725515179735,ENERGIZANTE MR BUBBLE 250ML,2927,1,3190,VENTA,2023-10-08 06:27:39.343906549,1038
799839285278,CAFÉ INSTANTÁNEO 10G,3397,2,7800,VENTA,2023-10-08 21:36:19.495709795,1155
731342889773,CABLE JACK 3.5MM 1MT,1195,1,590,VENTA,2023-10-09 00:36:39.229750125,1098
743543068824,CARGADOR USB 2.4A,2272,2,4380,VENTA,2023-10-09 12:18:13.124483032,1081
743752337768,BEBIDA COCA COLA 500ML,2800,1,500,VENTA,2023-10-10 17:13:32.068622561,1043
753061660635,GOMA DE MASCAR 5UN,1895,1,790,VENTA,2023-10-10 17:52:26.041801548,1063
731342889773,CABLE JACK 3.5MM 1MT,1195,2,1180,VENTA,2023-10-11 00:22:58.309372378,1158
707037023369,MEMORIA SD 32GB,3300,1,3900,VENTA,2023-10-11 06:30:42.360467630,1197
769620372572,CHOCOLATE NESTLE 45G,1768,2,1000,VENTA,2023-10-11 13:44:41.918373825,1114
703377007955,GEL ALCOHÓLICO 100ML,2170,2,3380,VENTA,2023-10-11 15:23:48.518419640,1106
769620372572,CHOCOLATE NESTLE 45G,1768,1,500,VENTA,2023-10-12 13:29:28.090938437,1101
778115056522,ADAPTADOR HDMI-VGA,1463,1,490,VENTA,2023-10-13 02:07:11.549737900,1131
715073335721,DETERGENTE ARIEL 500G,2000,2,5200,VENTA,2023-10-13 08:35:23.216691981,1118
723750230102,VELA AROMÁTICA,2700,24,64800,COMPRA,2023-10-13 19:04:11.268824132,LOT202341
737328112719,PALITOS SALADOS 100G,1700,30,51000,COMPRA,2023-10-14 02:33:18.547231332,LOT202321
792379607791,PASTA DIENTES COLGATE 90ML,1795,2,6800,VENTA,2023-10-14 06:41:45.521346288,1091
792379607791,PASTA DIENTES COLGATE 90ML,1345,28,2800,COMPRA,2023-10-15 10:46:38.363819451,LOT202398
743752337768,BEBIDA COCA COLA 500ML,2800,2,1000,VENTA,2023-10-15 13:43:33.552429768,1016
769771202578,AGUA MINERAL 500ML,300,1,300,VENTA,2023-10-16 13:26:52.742912539,1093
703102912177,LECHE EN POLVO 400G,4790,1,4790,VENTA,2023-10-17 14:34:13.765177164,1164
769620372572,CHOCOLATE NESTLE 45G,1768,2,3780,VENTA,2023-10-17 20:00:01.195574696,1136
778115056522,ADAPTADOR HDMI-VGA,1463,2,5800,VENTA,2023-10-18 17:36:39.356056538,1167
703102912177,LECHE EN POLVO 400G,4790,1,4790,VENTA,2023-10-19 03:39:45.487096403,1177
778115056522,ADAPTADOR HDMI-VGA,1090,20,45800,COMPRA,2023-10-19 07:27:44.334430577,LOT202326
743752337768,BEBIDA COCA COLA 500ML,2800,2,1000,VENTA,2023-10-19 12:36:14.393029653,1167
703377007955,GEL ALCOHÓLICO 100ML,2170,2,7400,VENTA,2023-10-20 12:36:39.244842246,1197
778115056522,ADAPTADOR HDMI-VGA,1463,2,2000,VENTA,2023-10-22 07:43:48.569057417,1046
703377007955,GEL ALCOHÓLICO 100ML,1442,13,11570,COMPRA,2023-10-23 02:38:26.123398446,LOT202303
799839285278,CAFÉ INSTANTÁNEO 10G,3397,2,7800,VENTA,2023-10-23 13:52:08.398489916,1020
723750230102,VELA AROMÁTICA,4000,2,8000,VENTA,2023-10-24 10:15:05.264134098,1143
715073335721,DETERGENTE ARIEL 500G,2000,2,5200,VENTA,2023-10-24 11:59:35.249300140,1076
703377007955,GEL ALCOHÓLICO 100ML,2170,1,3700,VENTA,2023-10-24 16:27:00.237986379,1077
769771202578,AGUA MINERAL 500ML,300,2,600,VENTA,2023-10-26 01:42:44.585061149,1059
753061660635,GOMA DE MASCAR 5UN,1895,1,790,VENTA,2023-10-28 02:38:39.838623049,1177
743543068824,CARGADOR USB 2.4A,1345,7,9800,COMPRA,2023-10-28 09:57:27.465526448,LOT202367
743752337768,BEBIDA COCA COLA 500ML,2800,2,10200,VENTA,2023-10-28 23:59:23.187216160,1000
757114722560,PASTEL DE MANJAR 80G,2990,1,2990,VENTA,2023-10-29 07:18:11.933122999,1178
743543068824,CARGADOR USB 2.4A,2272,2,3600,VENTA,2023-10-29 09:28:05.840978074,1075
716447097258,CHIPS DE PAPA 35G,3490,2,6980,VENTA,2023-10-30 09:37:06.031597613,1176
777858530950,GALLETA MARIA 200G,1790,29,51910,COMPRA,2023-10-30 10:42:05.827497050,LOT202371
778582867497,GOMA DE MASCAR FRUTILLA 5UN,5300,1,5300,VENTA,2023-10-31 01:18:14.978652585,1047
792379607791,PASTA DIENTES COLGATE 90ML,1345,8,800,COMPRA,2023-10-31 11:17:24.907533332,LOT202399
707037023369,MEMORIA SD 32GB,3300,2,7800,VENTA,2023-11-02 09:49:11.209843055,1094
769620372572,CHOCOLATE NESTLE 45G,940,30,29700,COMPRA,2023-11-02 20:05:02.757086523,LOT202330
743752337768,BEBIDA COCA COLA 500ML,2800,1,5100,VENTA,2023-11-03 07:08:52.150447792,1142
769620372572,CHOCOLATE NESTLE 45G,1768,1,290,VENTA,2023-11-03 11:15:24.514960480,1068
715073335721,DETERGENTE ARIEL 500G,2000,2,2800,VENTA,2023-11-03 19:18:33.802811090,1061
703377007955,GEL ALCOHÓLICO 100ML,2170,2,3580,VENTA,2023-11-06 15:46:08.628194399,1007
725515179735,ENERGIZANTE MR BUBBLE 250ML,2927,1,4000,VENTA,2023-11-07 00:35:47.048829874,1005
731342889773,CABLE JACK 3.5MM 1MT,1195,1,590,VENTA,2023-11-08 05:29:10.380822661,1023
799839285278,CAFÉ INSTANTÁNEO 10G,3397,1,3900,VENTA,2023-11-08 13:49:49.686499821,1189
769620372572,CHOCOLATE NESTLE 45G,940,17,3230,COMPRA,2023-11-08 14:50:31.464616197,LOT202377
716447097258,CHIPS DE PAPA 35G,2000,5,10000,COMPRA,2023-11-08 18:16:59.361617917,LOT202395
703102912177,LECHE EN POLVO 400G,4790,2,9580,VENTA,2023-11-09 11:17:06.255384434,1138
707037023369,MEMORIA SD 32GB,3300,2,7800,VENTA,2023-11-11 23:53:21.216866314,1049
759743227841,CABLE USB 1MT,3563,1,2000,VENTA,2023-11-14 09:17:51.482970417,1020
723750230102,VELA AROMÁTICA,4000,2,8000,VENTA,2023-11-14 10:38:53.414748235,1057
759743227841,CABLE USB 1MT,2057,5,5450,COMPRA,2023-11-14 23:07:12.078973064,LOT202395
778582867497,GOMA DE MASCAR FRUTILLA 5UN,5300,2,10600,VENTA,2023-11-15 15:33:42.394026998,1060
777858530950,GALLETA MARIA 200G,2600,2,5200,VENTA,2023-11-16 06:34:57.314047115,1004
743543068824,CARGADOR USB 2.4A,2272,1,4300,VENTA,2023-11-17 07:48:10.107084615,1011
799839285278,CAFÉ INSTANTÁNEO 10G,1960,21,16800,COMPRA,2023-11-17 14:06:23.507592242,LOT202390
778115056522,ADAPTADOR HDMI-VGA,1463,1,1000,VENTA,2023-11-17 21:03:32.490116775,1052
769620372572,CHOCOLATE NESTLE 45G,940,21,3990,COMPRA,2023-11-19 06:34:25.314390047,LOT202394
725515179735,ENERGIZANTE MR BUBBLE 250ML,1733,23,43700,COMPRA,2023-11-20 11:16:59.043392820,LOT202304
716447097258,CHIPS DE PAPA 35G,3490,1,3490,VENTA,2023-11-20 11:30:25.399799079,1086
743752337768,BEBIDA COCA COLA 500ML,2800,1,500,VENTA,2023-11-21 03:27:04.623374449,1190
778582867497,GOMA DE MASCAR FRUTILLA 5UN,5300,1,5300,VENTA,2023-11-21 18:56:36.823950340,1195
778115056522,ADAPTADOR HDMI-VGA,1463,1,1000,VENTA,2023-11-22 21:36:23.351153597,1133
723241178329,SUAVIZANTE AYUDIN 500ML,1290,12,15480,COMPRA,2023-11-23 00:40:47.769345193,LOT202363
769620372572,CHOCOLATE NESTLE 45G,1768,2,580,VENTA,2023-11-23 11:29:25.378599169,1130
743752337768,BEBIDA COCA COLA 500ML,1595,20,58000,COMPRA,2023-11-24 08:05:14.888993875,LOT202365
757114722560,PASTEL DE MANJAR 80G,2990,2,5980,VENTA,2023-11-24 13:11:36.831810968,1145
715073335721,DETERGENTE ARIEL 500G,2000,1,2600,VENTA,2023-11-27 01:07:34.676907941,1069
703377007955,GEL ALCOHÓLICO 100ML,2170,2,7400,VENTA,2023-11-27 08:49:30.049844822,1049
725515179735,ENERGIZANTE MR BUBBLE 250ML,2927,1,1590,VENTA,2023-11-27 13:36:06.437515900,1099
707037023369,MEMORIA SD 32GB,3300,2,7800,VENTA,2023-11-27 15:54:44.602129636,1158
778115056522,ADAPTADOR HDMI-VGA,1463,1,490,VENTA,2023-11-28 04:40:53.220432599,1087
725515179735,ENERGIZANTE MR BUBBLE 250ML,2927,1,3190,VENTA,2023-11-30 15:50:02.697911887,1082
743543068824,CARGADOR USB 2.4A,2272,1,2190,VENTA,2023-11-30 22:25:53.545435313,1036
703377007955,GEL ALCOHÓLICO 100ML,2170,2,7400,VENTA,2023-12-01 07:21:04.274656867,1070
799839285278,CAFÉ INSTANTÁNEO 10G,3397,2,7800,VENTA,2023-12-02 08:23:42.907519367,1038
769620372572,CHOCOLATE NESTLE 45G,1768,1,290,VENTA,2023-12-03 11:37:54.820670270,1079
769771202578,AGUA MINERAL 500ML,200,15,3000,COMPRA,2023-12-03 17:33:30.786146442,LOT202302
703102912177,LECHE EN POLVO 400G,4790,1,4790,VENTA,2023-12-03 19:12:19.217645216,1000
769771202578,AGUA MINERAL 500ML,300,1,300,VENTA,2023-12-04 06:43:35.673068345,1086
769620372572,CHOCOLATE NESTLE 45G,940,28,10920,COMPRA,2023-12-07 07:36:52.208504121,LOT202327
731342889773,CABLE JACK 3.5MM 1MT,1195,1,1800,VENTA,2023-12-08 00:34:41.513879140,1122
707037023369,MEMORIA SD 32GB,3300,2,5400,VENTA,2023-12-09 18:37:47.002825656,1034
799839285278,CAFÉ INSTANTÁNEO 10G,1960,21,16800,COMPRA,2023-12-11 03:30:38.116075167,LOT202306
799839285278,CAFÉ INSTANTÁNEO 10G,3397,2,9600,VENTA,2023-12-11 04:28:38.644652866,1172
737328112719,PALITOS SALADOS 100G,1700,22,37400,COMPRA,2023-12-17 06:06:18.517047842,LOT202361
769771202578,AGUA MINERAL 500ML,300,2,600,VENTA,2023-12-18 01:26:36.585292911,1138
753619764384,PARAGUAS TRANSPARENTE,590,16,9440,COMPRA,2023-12-18 01:55:31.789532035,LOT202358
731342889773,CABLE JACK 3.5MM 1MT,1195,1,590,VENTA,2023-12-18 04:14:05.967450297,1131
753619764384,PARAGUAS TRANSPARENTE,800,2,1600,VENTA,2023-12-20 23:25:06.736553184,1111
715902139323,BARRA DE CEREAL 30G,1350,23,50600,COMPRA,2023-12-22 13:00:12.835807971,LOT202333
731342889773,CABLE JACK 3.5MM 1MT,740,6,7140,COMPRA,2023-12-22 17:40:48.755710129,LOT202317
715902139323,BARRA DE CEREAL 30G,2540,1,4090,VENTA,2023-12-22 21:22:52.326428548,1104
715073335721,DETERGENTE ARIEL 500G,2000,1,2600,VENTA,2023-12-23 04:08:27.124805726,1008
715073335721,DETERGENTE ARIEL 500G,2000,2,2800,VENTA,2023-12-25 02:29:16.178970084,1005
715073335721,DETERGENTE ARIEL 500G,1240,25,19750,COMPRA,2023-12-25 15:50:18.461512051,LOT202395
725515179735,ENERGIZANTE MR BUBBLE 250ML,2927,2,3180,VENTA,2023-12-26 08:11:01.951394252,1141
792379607791,PASTA DIENTES COLGATE 90ML,1795,1,190,VENTA,2023-12-26 08:44:37.646887205,1188
769620372572,CHOCOLATE NESTLE 45G,1768,1,4390,VENTA,2023-12-26 14:39:13.028186009,1184
753061660635,GOMA DE MASCAR 5UN,1895,2,6000,VENTA,2023-12-27 01:04:32.357264086,1059
792379607791,PASTA DIENTES COLGATE 90ML,1345,10,1000,COMPRA,2023-12-27 14:04:01.397960881,LOT202399
707037023369,MEMORIA SD 32GB,3300,1,2700,VENTA,2023-12-27 18:56:14.208138810,1022
737328112719,PALITOS SALADOS 100G,2990,1,2990,VENTA,2023-12-28 00:34:47.633058205,1134
769620372572,CHOCOLATE NESTLE 45G,1768,2,1000,VENTA,2023-12-28 04:56:34.603498548,1043
743543068824,CARGADOR USB 2.4A,2272,2,1600,VENTA,2023-12-29 16:45:56.412992946,1199
777858530950,GALLETA MARIA 200G,2600,2,5200,VENTA,2023-12-30 05:03:40.940245716,1060
